9;bunker;2735.58;15.46;924.04;3.41;0
9;supply_node;2736.57;15.40;924.08;5.89;0
10;arms_factory;2653.00;15.27;406.00;1.40;0
10;industrial_complex;2652.76;15.27;406.96;0.73;0
10;air_base;2652.08;15.27;407.68;1.34;0
10;anti_air_building;2651.14;15.27;407.99;6.25;0
10;synthetic_refinery;2650.17;15.27;407.82;5.32;0
10;fuel_silo;2649.40;15.27;407.20;5.19;0
10;radar_station;2649.02;15.27;406.28;3.71;0
10;rocket_site;2649.13;15.27;405.30;6.06;0
10;nuclear_reactor;2649.69;15.27;404.49;5.00;0
10;bunker;2650.58;15.27;404.04;0.50;0
10;supply_node;2651.57;15.27;404.08;5.36;0
11;arms_factory;2784.00;15.76;598.00;2.25;0
11;industrial_complex;2783.76;15.76;598.96;1.88;0
11;air_base;2783.08;15.76;599.68;4.52;0
11;anti_air_building;2782.14;15.76;599.99;4.84;0
11;synthetic_refinery;2781.17;15.70;599.82;0.23;0
11;fuel_silo;2780.40;15.70;599.20;0.88;0
11;radar_station;2780.02;15.76;598.28;5.09;0
11;rocket_site;2780.13;15.76;597.30;0.35;0
11;nuclear_reactor;2780.69;15.76;596.49;4.79;0
11;bunker;2781.58;15.76;596.04;3.53;0
11;supply_node;2782.57;15.76;596.08;3.43;0
12;arms_factory;2339.00;16.49;194.00;0.24;0
12;industrial_complex;2338.76;16.55;194.96;3.16;0
12;air_base;2338.08;16.61;195.68;1.99;0
12;anti_air_building;2337.14;16.55;195.99;0.24;0
12;synthetic_refinery;2336.17;16.61;195.82;1.49;0
12;fuel_silo;2335.40;16.49;195.20;1.98;0
12;radar_station;2335.02;16.37;194.28;2.56;0
12;rocket_site;2335.13;16.37;193.30;4.92;0
12;nuclear_reactor;2335.69;16.37;192.49;1.54;0
12;bunker;2336.58;16.43;192.04;1.20;0
12;supply_node;2337.57;16.55;192.08;5.26;0
13;arms_factory;2647.00;15.46;172.00;0.08;0
13;industrial_complex;2646.76;15.52;172.96;1.66;0
13;air_base;2646.08;15.52;173.68;2.88;0
13;anti_air_building;2645.14;15.52;173.99;3.42;0
13;synthetic_refinery;2644.17;15.52;173.82;2.37;0
13;fuel_silo;2643.40;15.52;173.20;3.78;0
13;radar_station;2643.02;15.46;172.28;4.69;0
13;rocket_site;2643.13;15.52;171.30;5.38;0
13;nuclear_reactor;2643.69;15.46;170.49;1.62;0
13;bunker;2644.58;15.52;170.04;2.96;0
13;supply_node;2645.57;15.46;170.08;0.61;0
14;arms_factory;2379.00;15.94;517.00;2.38;0
14;industrial_complex;2378.76;15.94;517.96;0.53;0
14;air_base;2378.08;15.88;518.68;2.19;0
14;anti_air_building;2377.14;15.88;518.99;3.47;0
14;synthetic_refinery;2376.17;15.82;518.82;3.24;0
14;fuel_silo;2375.40;15.82;518.20;0.12;0
14;radar_station;2375.02;15.82;517.28;2.99;0
14;rocket_site;2375.13;15.82;516.30;3.32;0
14;nuclear_reactor;2375.69;15.88;515.49;0.94;0
14;bunker;2376.58;15.88;515.04;3.46;0
14;supply_node;2377.57;15.88;515.08;1.22;0
15;arms_factory;2371.00;15.88;274.00;0.89;0
15;industrial_complex;2370.76;15.88;274.96;2.74;0
15;air_base;2370.08;15.82;275.68;1.50;0
15;anti_air_building;2369.14;15.82;275.99;0.03;0
15;synthetic_refinery;2368.17;15.82;275.82;4.46;0
15;fuel_silo;2367.40;15.88;275.20;2.60;0
15;radar_station;2367.02;15.94;274.28;3.27;0
15;rocket_site;2367.13;15.88;273.30;0.93;0
15;nuclear_reactor;2367.69;16.00;272.49;2.12;0
15;bunker;2368.58;15.94;272.04;4.88;0
15;supply_node;2369.57;15.88;272.08;0.38;0
16;arms_factory;2927.00;15.27;643.00;1.84;0
16;industrial_complex;2926.76;15.27;643.96;5.82;0
16;air_base;2926.08;15.27;644.68;0.67;0
16;anti_air_building;2925.14;15.27;644.99;2.18;0
16;synthetic_refinery;2924.17;15.27;644.82;4.90;0
16;fuel_silo;2923.40;15.27;644.20;5.86;0
16;radar_station;2923.02;15.27;643.28;1.20;0
16;rocket_site;2923.13;15.27;642.30;4.23;0
16;nuclear_reactor;2923.69;15.27;641.49;5.16;0
16;bunker;2924.58;15.27;641.04;5.55;0
16;supply_node;2925.57;15.27;641.08;1.59;0
17;arms_factory;2572.00;15.27;1068.00;0.59;0
17;industrial_complex;2571.76;15.27;1068.96;5.92;0
17;air_base;2571.08;15.27;1069.68;0.99;0
17;anti_air_building;2570.14;15.27;1069.99;5.28;0
17;synthetic_refinery;2569.17;15.27;1069.82;5.35;0
17;fuel_silo;2568.40;15.27;1069.20;2.45;0
17;radar_station;2568.02;15.27;1068.28;3.34;0
17;rocket_site;2568.13;15.27;1067.30;5.72;0
17;nuclear_reactor;2568.69;15.27;1066.49;4.17;0
17;bunker;2569.58;15.27;1066.04;2.69;0
17;supply_node;2570.57;15.27;1066.08;0.48;0
18;arms_factory;2524.00;15.40;835.00;0.56;0
18;industrial_complex;2523.76;15.34;835.96;4.58;0
18;air_base;2523.08;15.40;836.68;4.88;0
18;anti_air_building;2522.14;15.40;836.99;4.47;0
18;synthetic_refinery;2521.17;15.40;836.82;4.87;0
18;fuel_silo;2520.40;15.40;836.20;3.21;0
18;radar_station;2520.02;15.34;835.28;2.79;0
18;rocket_site;2520.13;15.34;834.30;3.37;0
18;nuclear_reactor;2520.69;15.27;833.49;0.91;0
18;bunker;2521.58;15.27;833.04;4.30;0
18;supply_node;2522.57;15.27;833.08;1.52;0
19;arms_factory;2366.00;15.27;1046.00;5.26;0
19;industrial_complex;2365.76;15.27;1046.96;2.68;0
19;air_base;2365.08;15.27;1047.68;5.59;0
19;anti_air_building;2364.14;15.27;1047.99;4.85;0
19;synthetic_refinery;2363.17;15.27;1047.82;0.92;0
19;fuel_silo;2362.40;15.27;1047.20;2.24;0
19;radar_station;2362.02;15.27;1046.28;2.68;0
19;rocket_site;2362.13;15.27;1045.30;1.53;0
19;nuclear_reactor;2362.69;15.27;1044.49;4.79;0
19;bunker;2363.58;15.27;1044.04;3.29;0
19;supply_node;2364.57;15.27;1044.08;6.00;0
20;arms_factory;2507.00;15.27;742.00;1.89;0
20;industrial_complex;2506.76;15.27;742.96;3.98;0
20;air_base;2506.08;15.27;743.68;2.46;0
20;anti_air_building;2505.14;15.27;743.99;3.65;0
20;synthetic_refinery;2504.17;15.27;743.82;4.82;0
20;fuel_silo;2503.40;15.27;743.20;1.81;0
20;radar_station;2503.02;15.27;742.28;4.79;0
20;rocket_site;2503.13;15.27;741.30;4.36;0
20;nuclear_reactor;2503.69;15.27;740.49;5.77;0
20;bunker;2504.58;15.27;740.04;1.82;0
20;supply_node;2505.57;15.27;740.08;5.71;0
21;arms_factory;2438.00;15.34;1166.00;2.05;0
21;industrial_complex;2437.76;15.27;1166.96;4.16;0
21;air_base;2437.08;15.27;1167.68;5.82;0
21;anti_air_building;2436.14;15.27;1167.99;5.89;0
21;synthetic_refinery;2435.17;15.27;1167.82;3.47;0
21;fuel_silo;2434.40;15.27;1167.20;3.66;0
21;radar_station;2434.02;15.27;1166.28;3.40;0
21;rocket_site;2434.13;15.27;1165.30;1.04;0
21;nuclear_reactor;2434.69;15.27;1164.49;2.92;0
21;bunker;2435.58;15.27;1164.04;2.50;0
21;supply_node;2436.57;15.27;1164.08;5.94;0
22;arms_factory;2728.00;15.40;541.00;0.35;0
22;industrial_complex;2727.76;15.40;541.96;2.45;0
22;air_base;2727.08;15.40;542.68;2.34;0
22;anti_air_building;2726.14;15.40;542.99;6.04;0
22;synthetic_refinery;2725.17;15.40;542.82;0.18;0
22;fuel_silo;2724.40;15.40;542.20;2.25;0
22;radar_station;2724.02;15.40;541.28;2.60;0
22;rocket_site;2724.13;15.40;540.30;1.43;0
22;nuclear_reactor;2724.69;15.40;539.49;5.27;0
22;bunker;2725.58;15.40;539.04;3.64;0
22;supply_node;2726.57;15.40;539.08;4.25;0
23;arms_factory;2353.00;15.70;916.00;2.45;0
23;industrial_complex;2352.76;15.70;916.96;0.94;0
23;air_base;2352.08;15.76;917.68;2.49;0
23;anti_air_building;2351.14;15.70;917.99;1.71;0
23;synthetic_refinery;2350.17;15.70;917.82;5.55;0
23;fuel_silo;2349.40;15.70;917.20;2.11;0
23;radar_station;2349.02;15.70;916.28;0.12;0
23;rocket_site;2349.13;15.70;915.30;0.41;0
23;nuclear_reactor;2349.69;15.64;914.49;6.10;0
23;bunker;2350.58;15.64;914.04;1.05;0
23;supply_node;2351.57;15.64;914.08;3.53;0
24;arms_factory;2479.00;15.34;273.00;3.35;0
24;industrial_complex;2478.76;15.34;273.96;5.94;0
24;air_base;2478.08;15.34;274.68;2.13;0
24;anti_air_building;2477.14;15.34;274.99;4.45;0
24;synthetic_refinery;2476.17;15.34;274.82;1.42;0
24;fuel_silo;2475.40;15.34;274.20;4.03;0
24;radar_station;2475.02;15.34;273.28;1.13;0
24;rocket_site;2475.13;15.34;272.30;5.31;0
24;nuclear_reactor;2475.69;15.40;271.49;4.55;0
24;bunker;2476.58;15.40;271.04;2.60;0
24;supply_node;2477.57;15.34;271.08;5.12;0
25;arms_factory;2324.00;15.34;651.00;0.10;0
25;industrial_complex;2323.76;15.34;651.96;1.92;0
25;air_base;2323.08;15.34;652.68;5.96;0
25;anti_air_building;2322.14;15.34;652.99;4.55;0
25;synthetic_refinery;2321.17;15.34;652.82;4.81;0
25;fuel_silo;2320.40;15.34;652.20;4.21;0
25;radar_station;2320.02;15.34;651.28;0.21;0
25;rocket_site;2320.13;15.34;650.30;2.00;0
25;nuclear_reactor;2320.69;15.40;649.49;3.93;0
25;bunker;2321.58;15.34;649.04;0.52;0
25;supply_node;2322.57;15.34;649.08;2.04;0
26;arms_factory;2796.00;15.34;454.00;1.42;0
26;industrial_complex;2795.76;15.34;454.96;2.74;0
26;air_base;2795.08;15.34;455.68;0.59;0
26;anti_air_building;2794.14;15.34;455.99;4.72;0
26;synthetic_refinery;2793.17;15.34;455.82;4.33;0
26;fuel_silo;2792.40;15.34;455.20;5.78;0
26;radar_station;2792.02;15.34;454.28;3.81;0
26;rocket_site;2792.13;15.34;453.30;1.88;0
26;nuclear_reactor;2792.69;15.34;452.49;2.23;0
26;bunker;2793.58;15.34;452.04;1.92;0
26;supply_node;2794.57;15.40;452.08;3.35;0
27;arms_factory;2274.00;15.58;306.00;4.25;0
27;industrial_complex;2273.76;15.58;306.96;5.20;0
27;air_base;2273.08;15.52;307.68;1.99;0
27;anti_air_building;2272.14;15.58;307.99;4.25;0
27;synthetic_refinery;2271.17;15.52;307.82;1.71;0
27;fuel_silo;2270.40;15.58;307.20;4.49;0
27;radar_station;2270.02;15.58;306.28;2.05;0
27;rocket_site;2270.13;15.58;305.30;1.65;0
27;nuclear_reactor;2270.69;15.58;304.49;2.62;0
27;bunker;2271.58;15.58;304.04;2.60;0
27;supply_node;2272.57;15.58;304.08;4.48;0
28;arms_factory;2762.00;15.40;127.00;5.95;0
28;industrial_complex;2761.76;15.40;127.96;2.02;0
28;air_base;2761.08;15.40;128.68;5.22;0
28;anti_air_building;2760.14;15.40;128.99;4.84;0
28;synthetic_refinery;2759.17;15.40;128.82;5.72;0
28;fuel_silo;2758.40;15.40;128.20;4.81;0
28;radar_station;2758.02;15.40;127.28;0.62;0
28;rocket_site;2758.13;15.40;126.30;2.06;0
28;nuclear_reactor;2758.69;15.40;125.49;5.72;0
28;bunker;2759.58;15.40;125.04;5.99;0
28;supply_node;2760.57;15.46;125.08;4.95;0
29;arms_factory;2284.00;15.70;558.00;2.37;0
29;industrial_complex;2283.76;15.64;558.96;1.29;0
29;air_base;2283.08;15.70;559.68;3.12;0
29;anti_air_building;2282.14;15.70;559.99;1.34;0
29;synthetic_refinery;2281.17;15.64;559.82;5.86;0
29;fuel_silo;2280.40;15.58;559.20;2.56;0
29;radar_station;2280.02;15.64;558.28;6.19;0
29;rocket_site;2280.13;15.64;557.30;3.31;0
29;nuclear_reactor;2280.69;15.70;556.49;1.11;0
29;bunker;2281.58;15.70;556.04;0.49;0
29;supply_node;2282.57;15.70;556.08;4.68;0
30;arms_factory;2660.00;15.27;585.00;1.54;0
30;industrial_complex;2659.76;15.27;585.96;1.46;0
30;air_base;2659.08;15.27;586.68;2.66;0
30;anti_air_building;2658.14;15.27;586.99;0.06;0
30;synthetic_refinery;2657.17;15.27;586.82;2.55;0
30;fuel_silo;2656.40;15.27;586.20;5.87;0
30;radar_station;2656.02;15.27;585.28;2.55;0
30;rocket_site;2656.13;15.27;584.30;3.77;0
30;nuclear_reactor;2656.69;15.27;583.49;3.22;0
30;bunker;2657.58;15.27;583.04;4.45;0
30;supply_node;2658.57;15.27;583.08;3.59;0
31;arms_factory;2200.00;16.25;157.00;2.37;0
31;industrial_complex;2199.76;16.19;157.96;0.28;0
31;air_base;2199.08;16.06;158.68;5.61;0
31;anti_air_building;2198.14;16.25;158.99;4.49;0
31;synthetic_refinery;2197.17;16.31;158.82;5.90;0
31;fuel_silo;2196.40;16.43;158.20;4.20;0
31;radar_station;2196.02;16.49;157.28;0.95;0
31;rocket_site;2196.13;16.61;156.30;1.99;0
31;nuclear_reactor;2196.69;16.73;155.49;5.10;0
31;bunker;2197.58;16.61;155.04;3.96;0
31;supply_node;2198.57;16.37;155.08;5.19;0
32;arms_factory;2479.00;15.27;1104.00;6.04;0
32;industrial_complex;2478.76;15.27;1104.96;4.09;0
32;air_base;2478.08;15.27;1105.68;0.66;0
32;anti_air_building;2477.14;15.27;1105.99;3.66;0
32;synthetic_refinery;2476.17;15.27;1105.82;5.35;0
32;fuel_silo;2475.40;15.27;1105.20;6.14;0
32;radar_station;2475.02;15.27;1104.28;0.78;0
32;rocket_site;2475.13;15.27;1103.30;4.81;0
32;nuclear_reactor;2475.69;15.27;1102.49;0.73;0
32;bunker;2476.58;15.27;1102.04;2.03;0
32;supply_node;2477.57;15.27;1102.08;3.24;0
33;arms_factory;2463.00;16.19;583.00;0.18;0
33;industrial_complex;2462.76;16.19;583.96;2.21;0
33;air_base;2462.08;16.13;584.68;0.42;0
33;anti_air_building;2461.14;16.13;584.99;0.88;0
33;synthetic_refinery;2460.17;16.13;584.82;4.63;0
33;fuel_silo;2459.40;16.06;584.20;2.82;0
33;radar_station;2459.02;16.06;583.28;4.70;0
33;rocket_site;2459.13;16.13;582.30;5.92;0
33;nuclear_reactor;2459.69;16.19;581.49;5.19;0
33;bunker;2460.58;16.19;581.04;6.12;0
33;supply_node;2461.57;16.19;581.08;5.04;0
34;arms_factory;2599.00;16.19;906.00;1.31;0
34;industrial_complex;2598.76;16.19;906.96;6.18;0
34;air_base;2598.08;16.19;907.68;5.19;0
34;anti_air_building;2597.14;16.19;907.99;4.03;0
34;synthetic_refinery;2596.17;16.25;907.82;1.02;0
34;fuel_silo;2595.40;16.19;907.20;2.75;0
34;radar_station;2595.02;16.19;906.28;3.76;0
34;rocket_site;2595.13;16.06;905.30;1.51;0
34;nuclear_reactor;2595.69;16.00;904.49;2.30;0
34;bunker;2596.58;16.13;904.04;0.76;0
34;supply_node;2597.57;16.13;904.08;2.99;0
35;arms_factory;2836.00;15.52;387.00;3.81;0
35;industrial_complex;2835.76;15.52;387.96;4.57;0
35;air_base;2835.08;15.46;388.68;1.23;0
35;anti_air_building;2834.14;15.52;388.99;6.14;0
35;synthetic_refinery;2833.17;15.64;388.82;2.25;0
35;fuel_silo;2832.40;15.70;388.20;2.34;0
35;radar_station;2832.02;15.76;387.28;2.37;0
35;rocket_site;2832.13;15.82;386.30;1.20;0
35;nuclear_reactor;2832.69;15.82;385.49;2.83;0
35;bunker;2833.58;15.76;385.04;2.83;0
35;supply_node;2834.57;15.70;385.08;5.40;0
36;arms_factory;2737.00;15.34;824.00;3.59;0
36;industrial_complex;2736.76;15.34;824.96;3.76;0
36;air_base;2736.08;15.34;825.68;5.55;0
36;anti_air_building;2735.14;15.34;825.99;6.17;0
36;synthetic_refinery;2734.17;15.34;825.82;6.25;0
36;fuel_silo;2733.40;15.34;825.20;0.35;0
36;radar_station;2733.02;15.34;824.28;3.74;0
36;rocket_site;2733.13;15.34;823.30;3.26;0
36;nuclear_reactor;2733.69;15.34;822.49;3.58;0
36;bunker;2734.58;15.34;822.04;1.75;0
36;supply_node;2735.57;15.34;822.08;3.33;0
37;arms_factory;2741.00;15.34;894.00;4.20;0
37;industrial_complex;2740.76;15.34;894.96;5.70;0
37;air_base;2740.08;15.34;895.68;0.25;0
37;anti_air_building;2739.14;15.34;895.99;4.63;0
37;synthetic_refinery;2738.17;15.34;895.82;5.88;0
37;fuel_silo;2737.40;15.34;895.20;3.18;0
37;radar_station;2737.02;15.34;894.28;4.59;0
37;rocket_site;2737.13;15.34;893.30;4.64;0
37;nuclear_reactor;2737.69;15.40;892.49;5.08;0
37;bunker;2738.58;15.34;892.04;0.57;0
37;supply_node;2739.57;15.34;892.08;2.25;0
38;arms_factory;2483.00;15.94;305.00;1.01;0
38;industrial_complex;2482.76;15.88;305.96;3.68;0
38;air_base;2482.08;15.94;306.68;4.64;0
38;anti_air_building;2481.14;15.94;306.99;6.18;0
38;synthetic_refinery;2480.17;15.94;306.82;1.93;0
38;fuel_silo;2479.40;15.94;306.20;3.69;0
38;radar_station;2479.02;15.94;305.28;0.26;0
38;rocket_site;2479.13;15.82;304.30;0.27;0
38;nuclear_reactor;2479.69;15.82;303.49;0.84;0
38;bunker;2480.58;15.82;303.04;0.98;0
38;supply_node;2481.57;15.76;303.08;1.75;0
39;arms_factory;2444.00;21.84;521.00;4.67;0
39;industrial_complex;2443.76;21.66;521.96;2.44;0
39;air_base;2443.08;21.60;522.68;5.76;0
39;anti_air_building;2442.14;20.93;522.99;4.19;0
39;synthetic_refinery;2441.17;20.26;522.82;1.82;0
39;fuel_silo;2440.40;20.14;522.20;4.42;0
39;radar_station;2440.02;20.20;521.28;2.36;0
39;rocket_site;2440.13;20.08;520.30;2.52;0
39;nuclear_reactor;2440.69;20.38;519.49;1.42;0
39;bunker;2441.58;20.81;519.04;5.13;0
39;supply_node;2442.57;21.17;519.08;6.28;0
40;arms_factory;2448.00;15.27;959.00;2.47;0
40;industrial_complex;2447.76;15.27;959.96;0.81;0
40;air_base;2447.08;15.27;960.68;4.35;0
40;anti_air_building;2446.14;15.27;960.99;1.22;0
40;synthetic_refinery;2445.17;15.27;960.82;2.80;0
40;fuel_silo;2444.40;15.27;960.20;4.32;0
40;radar_station;2444.02;15.27;959.28;2.61;0
40;rocket_site;2444.13;15.27;958.30;0.04;0
40;nuclear_reactor;2444.69;15.27;957.49;5.12;0
40;bunker;2445.58;15.27;957.04;1.26;0
40;supply_node;2446.57;15.27;957.08;2.78;0
41;arms_factory;2327.00;15.64;328.00;1.14;0
41;industrial_complex;2326.76;15.64;328.96;5.11;0
41;air_base;2326.08;15.70;329.68;4.08;0
41;anti_air_building;2325.14;15.70;329.99;0.71;0
41;synthetic_refinery;2324.17;15.70;329.82;0.53;0
41;fuel_silo;2323.40;15.76;329.20;0.01;0
41;radar_station;2323.02;15.70;328.28;0.83;0
41;rocket_site;2323.13;15.76;327.30;5.23;0
41;nuclear_reactor;2323.69;15.82;326.49;4.00;0
41;bunker;2324.58;15.76;326.04;0.20;0
41;supply_node;2325.57;15.70;326.08;0.90;0
42;arms_factory;2786.00;15.64;558.00;1.94;0
42;industrial_complex;2785.76;15.64;558.96;0.14;0
42;air_base;2785.08;15.58;559.68;3.19;0
42;anti_air_building;2784.14;15.64;559.99;3.84;0
42;synthetic_refinery;2783.17;15.64;559.82;5.22;0
42;fuel_silo;2782.40;15.64;559.20;3.47;0
42;radar_station;2782.02;15.64;558.28;5.60;0
42;rocket_site;2782.13;15.58;557.30;3.74;0
42;nuclear_reactor;2782.69;15.58;556.49;4.77;0
42;bunker;2783.58;15.58;556.04;5.45;0
42;supply_node;2784.57;15.58;556.08;3.80;0
43;arms_factory;2444.00;15.58;1047.00;0.41;0
43;industrial_complex;2443.76;15.58;1047.96;1.93;0
43;air_base;2443.08;15.52;1048.68;5.24;0
43;anti_air_building;2442.14;15.52;1048.99;5.08;0
43;synthetic_refinery;2441.17;15.46;1048.82;2.16;0
43;fuel_silo;2440.40;15.46;1048.20;2.96;0
43;radar_station;2440.02;15.52;1047.28;5.67;0
43;rocket_site;2440.13;15.52;1046.30;2.94;0
43;nuclear_reactor;2440.69;15.58;1045.49;0.72;0
43;bunker;2441.58;15.58;1045.04;4.64;0
43;supply_node;2442.57;15.64;1045.08;5.08;0
44;arms_factory;2312.00;15.52;586.00;4.77;0
44;industrial_complex;2311.76;15.58;586.96;1.66;0
44;air_base;2311.08;15.58;587.68;1.04;0
44;anti_air_building;2310.14;15.58;587.99;1.06;0
44;synthetic_refinery;2309.17;15.58;587.82;5.04;0
44;fuel_silo;2308.40;15.58;587.20;0.40;0
44;radar_station;2308.02;15.58;586.28;5.04;0
44;rocket_site;2308.13;15.58;585.30;0.67;0
44;nuclear_reactor;2308.69;15.58;584.49;0.72;0
44;bunker;2309.58;15.58;584.04;0.48;0
44;supply_node;2310.57;15.58;584.08;6.15;0
45;arms_factory;2612.00;15.27;306.00;2.83;0
45;industrial_complex;2611.76;15.27;306.96;3.97;0
45;air_base;2611.08;15.27;307.68;5.60;0
45;anti_air_building;2610.14;15.27;307.99;1.03;0
45;synthetic_refinery;2609.17;15.27;307.82;1.38;0
45;fuel_silo;2608.40;15.27;307.20;3.40;0
45;radar_station;2608.02;15.27;306.28;4.50;0
45;rocket_site;2608.13;15.27;305.30;2.97;0
45;nuclear_reactor;2608.69;15.27;304.49;0.11;0
45;bunker;2609.58;15.27;304.04;2.91;0
45;supply_node;2610.57;15.27;304.08;6.23;0
46;arms_factory;2704.00;15.40;674.00;4.24;0
46;industrial_complex;2703.76;15.40;674.96;2.51;0
46;air_base;2703.08;15.40;675.68;3.12;0
46;anti_air_building;2702.14;15.40;675.99;0.74;0
46;synthetic_refinery;2701.17;15.40;675.82;5.03;0
46;fuel_silo;2700.40;15.40;675.20;4.29;0
46;radar_station;2700.02;15.40;674.28;2.30;0
46;rocket_site;2700.13;15.40;673.30;2.90;0
46;nuclear_reactor;2700.69;15.40;672.49;4.82;0
46;bunker;2701.58;15.40;672.04;6.12;0
46;supply_node;2702.57;15.40;672.08;4.42;0
47;arms_factory;2705.00;15.40;453.00;2.75;0
47;industrial_complex;2704.76;15.34;453.96;3.41;0
47;air_base;2704.08;15.34;454.68;2.92;0
47;anti_air_building;2703.14;15.34;454.99;4.86;0
47;synthetic_refinery;2702.17;15.34;454.82;4.02;0
